DateTime,Open,High,Low,Close,Volume
2024-01-18 01:11:00,1.08818,1.08826,1.08816,1.08823,60
2024-01-18 01:12:00,1.08823,1.08823,1.08813,1.08821,35
2024-01-18 01:13:00,1.0882,1.08823,1.08813,1.08823,61
2024-01-18 01:14:00,1.08822,1.08822,1.08813,1.08816,56
2024-01-18 01:15:00,1.0882,1.08831,1.08818,1.08825,59
2024-01-18 01:16:00,1.0883,1.08833,1.08825,1.08833,44
2024-01-18 01:17:00,1.08828,1.08833,1.08827,1.08829,24
2024-01-18 01:18:00,1.08834,1.08835,1.08827,1.0883,18
2024-01-18 01:19:00,1.08833,1.08834,1.08829,1.08834,4
2024-01-18 01:20:00,1.08833,1.08839,1.08828,1.08834,126
2024-01-18 01:21:00,1.08835,1.08836,1.08826,1.08829,63
2024-01-18 01:22:00,1.08827,1.08834,1.08827,1.08831,36
2024-01-18 01:23:00,1.08834,1.08834,1.08825,1.08834,64
2024-01-18 01:24:00,1.08834,1.08834,1.08825,1.08831,51
2024-01-18 01:25:00,1.08834,1.08837,1.08828,1.08835,10
2024-01-18 01:26:00,1.08835,1.08836,1.08835,1.08835,3
2024-01-18 01:27:00,1.08829,1.08837,1.08829,1.08837,7
2024-01-18 01:28:00,1.08837,1.08838,1.08837,1.08838,10
2024-01-18 01:29:00,1.08838,1.08839,1.08835,1.08835,32
2024-01-18 01:30:00,1.08835,1.08837,1.08832,1.08837,9
2024-01-18 01:31:00,1.08837,1.08837,1.08833,1.08834,18
2024-01-18 01:32:00,1.08835,1.08837,1.08835,1.08837,11
2024-01-18 01:33:00,1.08837,1.08838,1.08834,1.08837,13
2024-01-18 01:34:00,1.08836,1.08837,1.08835,1.08836,61
2024-01-18 01:35:00,1.08836,1.08836,1.08833,1.08835,26
2024-01-18 01:36:00,1.08835,1.08836,1.08835,1.08835,7
2024-01-18 01:37:00,1.08835,1.08836,1.08834,1.08835,5
2024-01-18 01:38:00,1.08835,1.08836,1.08835,1.08835,9
2024-01-18 01:39:00,1.08836,1.08837,1.08834,1.08834,9
2024-01-18 01:40:00,1.08834,1.08838,1.08833,1.08835,11
2024-01-18 01:41:00,1.08835,1.08835,1.08835,1.08835,1
2024-01-18 01:42:00,1.08835,1.08836,1.08833,1.08835,14
2024-01-18 01:43:00,1.08835,1.08837,1.08835,1.08835,7
2024-01-18 01:44:00,1.08835,1.08838,1.08835,1.08838,16
2024-01-18 01:45:00,1.08838,1.0884,1.08834,1.08835,25
2024-01-18 01:46:00,1.08836,1.08838,1.08835,1.08836,11
2024-01-18 01:47:00,1.08836,1.08838,1.08833,1.08837,25
2024-01-18 01:48:00,1.08837,1.0884,1.08837,1.08837,21
2024-01-18 01:49:00,1.08838,1.08847,1.08838,1.08844,103
2024-01-18 01:50:00,1.08844,1.08846,1.08842,1.08843,21
2024-01-18 01:51:00,1.08844,1.08844,1.08843,1.08843,6
2024-01-18 01:52:00,1.08843,1.08845,1.08843,1.08845,10
2024-01-18 01:53:00,1.08845,1.0885,1.08844,1.08846,27
2024-01-18 01:54:00,1.08847,1.08849,1.08845,1.08846,18
2024-01-18 01:55:00,1.08846,1.08848,1.08842,1.08844,40
2024-01-18 01:56:00,1.08844,1.08855,1.08843,1.08851,48
2024-01-18 01:57:00,1.08851,1.08853,1.08848,1.0885,46
2024-01-18 01:58:00,1.0885,1.08854,1.08846,1.0885,42
2024-01-18 01:59:00,1.08851,1.08863,1.08848,1.08863,51
2024-01-18 02:00:00,1.08863,1.08864,1.08849,1.08852,151
2024-01-18 02:01:00,1.08852,1.08858,1.08847,1.08851,56
2024-01-18 02:02:00,1.08851,1.08856,1.08851,1.08854,20
2024-01-18 02:03:00,1.08854,1.0886,1.08853,1.08857,25
2024-01-18 02:04:00,1.08857,1.08858,1.08855,1.08857,33
2024-01-18 02:05:00,1.08858,1.0886,1.08841,1.08844,40
2024-01-18 02:06:00,1.08844,1.08844,1.08837,1.08839,40
2024-01-18 02:07:00,1.08839,1.08841,1.08837,1.08838,42
2024-01-18 02:08:00,1.08838,1.08839,1.0883,1.08835,54
2024-01-18 02:09:00,1.08835,1.0884,1.08835,1.0884,29
2024-01-18 02:10:00,1.08839,1.0884,1.08823,1.08824,34
2024-01-18 02:11:00,1.08824,1.08828,1.08818,1.08822,62
2024-01-18 02:12:00,1.08822,1.0883,1.08821,1.08827,26
2024-01-18 02:13:00,1.08827,1.08831,1.08827,1.08827,17
2024-01-18 02:14:00,1.08827,1.0883,1.08827,1.08829,26
2024-01-18 02:15:00,1.0883,1.0885,1.08829,1.08849,80
2024-01-18 02:16:00,1.08849,1.0885,1.08845,1.08849,21
2024-01-18 02:17:00,1.08849,1.08853,1.08822,1.08823,103
2024-01-18 02:18:00,1.08824,1.08838,1.08823,1.08834,53
2024-01-18 02:19:00,1.08835,1.08838,1.08833,1.08834,33
2024-01-18 02:20:00,1.08834,1.08839,1.08829,1.08829,44
2024-01-18 02:21:00,1.0883,1.08835,1.08829,1.08829,37
2024-01-18 02:22:00,1.0883,1.0883,1.08828,1.08829,24
2024-01-18 02:23:00,1.08829,1.08838,1.08829,1.08831,46
2024-01-18 02:24:00,1.08831,1.08835,1.0883,1.08831,30
2024-01-18 02:25:00,1.08832,1.08841,1.08829,1.08837,95
2024-01-18 02:26:00,1.08838,1.08842,1.08838,1.08839,17
2024-01-18 02:27:00,1.0884,1.0884,1.08833,1.08838,49
2024-01-18 02:28:00,1.08838,1.08842,1.08835,1.0884,43
2024-01-18 02:29:00,1.0884,1.0884,1.08812,1.08824,108
2024-01-18 02:30:00,1.08825,1.08845,1.08799,1.08831,412
2024-01-18 02:31:00,1.08831,1.08839,1.08822,1.0883,164
2024-01-18 02:32:00,1.0883,1.0884,1.08827,1.0884,53
2024-01-18 02:33:00,1.08839,1.08851,1.08838,1.08848,97
2024-01-18 02:34:00,1.08848,1.0885,1.08841,1.08843,117
2024-01-18 02:35:00,1.08842,1.08847,1.08832,1.08836,149
2024-01-18 02:36:00,1.08836,1.08839,1.0883,1.08831,76
2024-01-18 02:37:00,1.08832,1.08847,1.0883,1.08845,54
2024-01-18 02:38:00,1.08845,1.08847,1.08837,1.0884,44
2024-01-18 02:39:00,1.0884,1.08845,1.0884,1.08843,41
2024-01-18 02:40:00,1.08842,1.08845,1.08836,1.0884,45
2024-01-18 02:41:00,1.0884,1.0884,1.08829,1.0883,49
2024-01-18 02:42:00,1.0883,1.0884,1.0883,1.08837,115
2024-01-18 02:43:00,1.08836,1.08843,1.08835,1.08843,42
2024-01-18 02:44:00,1.08843,1.0885,1.08842,1.08849,71
2024-01-18 02:45:00,1.08849,1.08868,1.08848,1.0886,85
2024-01-18 02:46:00,1.0886,1.08873,1.0886,1.08866,88
2024-01-18 02:47:00,1.08868,1.08871,1.08862,1.08865,63
2024-01-18 02:48:00,1.08865,1.0888,1.08865,1.08877,97
2024-01-18 02:49:00,1.08877,1.0888,1.08873,1.08874,76
2024-01-18 02:50:00,1.08872,1.08877,1.08869,1.08874,85
2024-01-18 02:51:00,1.08872,1.08878,1.08871,1.08875,101
2024-01-18 02:52:00,1.08876,1.08886,1.08874,1.08882,159
2024-01-18 02:53:00,1.08881,1.08893,1.08881,1.08891,126
2024-01-18 02:54:00,1.08893,1.08901,1.08881,1.08894,322
2024-01-18 02:55:00,1.08893,1.08908,1.08882,1.08905,213
2024-01-18 02:56:00,1.08905,1.0892,1.08903,1.08917,163
2024-01-18 02:57:00,1.08918,1.08926,1.0891,1.08924,147
2024-01-18 02:58:00,1.08924,1.08933,1.0892,1.08933,186
2024-01-18 02:59:00,1.08933,1.08943,1.08928,1.08939,132
2024-01-18 03:00:00,1.08941,1.08942,1.08932,1.08935,158
2024-01-18 03:01:00,1.08935,1.08956,1.0892,1.08954,287
2024-01-18 03:02:00,1.08955,1.08964,1.08948,1.08949,213
2024-01-18 03:03:00,1.08949,1.0896,1.08945,1.08948,148
2024-01-18 03:04:00,1.08947,1.08955,1.0894,1.08953,164
2024-01-18 03:05:00,1.08953,1.08967,1.0895,1.0896,140
2024-01-18 03:06:00,1.0896,1.08967,1.08957,1.08964,147
2024-01-18 03:07:00,1.08967,1.08973,1.0896,1.08973,176
2024-01-18 03:08:00,1.08973,1.08977,1.08966,1.08967,106
2024-01-18 03:09:00,1.08967,1.08977,1.08967,1.08975,124
2024-01-18 03:10:00,1.08976,1.08993,1.08976,1.08987,168
2024-01-18 03:11:00,1.08987,1.08993,1.08983,1.08987,147
2024-01-18 03:12:00,1.08987,1.09007,1.08984,1.09003,240
2024-01-18 03:13:00,1.09003,1.09008,1.08998,1.09004,174
2024-01-18 03:14:00,1.09002,1.09005,1.08974,1.08979,221
2024-01-18 03:15:00,1.08978,1.08979,1.08959,1.08969,253
2024-01-18 03:16:00,1.08967,1.0898,1.08964,1.08976,227
2024-01-18 03:17:00,1.08975,1.08991,1.08971,1.08989,162
2024-01-18 03:18:00,1.08989,1.0899,1.08984,1.08986,109
2024-01-18 03:19:00,1.08987,1.08997,1.08981,1.08984,214
2024-01-18 03:20:00,1.08984,1.08989,1.0898,1.08988,146
2024-01-18 03:21:00,1.08987,1.08988,1.08969,1.08972,171
2024-01-18 03:22:00,1.08973,1.08974,1.08964,1.08968,189
2024-01-18 03:23:00,1.0897,1.08975,1.0895,1.08962,285
2024-01-18 03:24:00,1.08963,1.08967,1.08955,1.08964,110
2024-01-18 03:25:00,1.08964,1.08968,1.0896,1.08963,134
2024-01-18 03:26:00,1.08963,1.08972,1.08961,1.08968,193
2024-01-18 03:27:00,1.08968,1.08977,1.08961,1.08963,206
2024-01-18 03:28:00,1.08963,1.08977,1.08963,1.08969,162
2024-01-18 03:29:00,1.0897,1.08979,1.08966,1.08976,283
2024-01-18 03:30:00,1.08975,1.08986,1.08971,1.0898,257
2024-01-18 03:31:00,1.08981,1.08991,1.08979,1.08988,168
2024-01-18 03:32:00,1.08988,1.08989,1.08977,1.08979,192
2024-01-18 03:33:00,1.08979,1.08991,1.08979,1.08983,155
2024-01-18 03:34:00,1.08983,1.08985,1.08968,1.08975,300
2024-01-18 03:35:00,1.08973,1.08989,1.08972,1.08988,247
2024-01-18 03:36:00,1.08987,1.08997,1.08987,1.08987,126
2024-01-18 03:37:00,1.08987,1.08988,1.08972,1.08973,106
2024-01-18 03:38:00,1.08973,1.08973,1.08953,1.08957,247
2024-01-18 03:39:00,1.08957,1.08959,1.08947,1.08953,193
2024-01-18 03:40:00,1.08953,1.08954,1.08942,1.08948,177
2024-01-18 03:41:00,1.08947,1.08947,1.08937,1.08938,124
2024-01-18 03:42:00,1.08938,1.08944,1.08937,1.08942,66
2024-01-18 03:43:00,1.08943,1.08943,1.0893,1.08933,82
2024-01-18 03:44:00,1.08933,1.0894,1.08932,1.08933,63
2024-01-18 03:45:00,1.08933,1.0894,1.08931,1.08934,31
2024-01-18 03:46:00,1.08934,1.08935,1.0893,1.08931,76
2024-01-18 03:47:00,1.08931,1.08933,1.08924,1.08927,103
2024-01-18 03:48:00,1.08927,1.08941,1.08923,1.08938,93
2024-01-18 03:49:00,1.08938,1.08941,1.08933,1.08934,75
2024-01-18 03:50:00,1.08934,1.08938,1.08926,1.08934,63
2024-01-18 03:51:00,1.08932,1.08951,1.08932,1.08949,86
2024-01-18 03:52:00,1.08949,1.08957,1.08947,1.08953,61
2024-01-18 03:53:00,1.08953,1.08959,1.08951,1.08958,95
2024-01-18 03:54:00,1.08958,1.08972,1.08957,1.08969,82
2024-01-18 03:55:00,1.08969,1.08982,1.08963,1.08979,105
2024-01-18 03:56:00,1.08979,1.08985,1.08977,1.0898,87
2024-01-18 03:57:00,1.08981,1.08986,1.08964,1.08964,100
2024-01-18 03:58:00,1.08964,1.08969,1.0896,1.08968,71
2024-01-18 03:59:00,1.08968,1.08968,1.08959,1.0896,70
2024-01-18 04:00:00,1.08962,1.08969,1.08961,1.08962,84
2024-01-18 04:01:00,1.08962,1.08967,1.0896,1.08965,61
2024-01-18 04:02:00,1.08965,1.08966,1.08956,1.08959,73
2024-01-18 04:03:00,1.08959,1.08969,1.08957,1.08969,75
2024-01-18 04:04:00,1.08969,1.0898,1.08969,1.08977,72
2024-01-18 04:05:00,1.08976,1.08985,1.08973,1.08983,124
2024-01-18 04:06:00,1.08983,1.08992,1.0898,1.08989,123
2024-01-18 04:07:00,1.08989,1.08991,1.08983,1.08984,72
2024-01-18 04:08:00,1.08984,1.08985,1.08978,1.08983,73
2024-01-18 04:09:00,1.08983,1.08984,1.08979,1.08983,72
2024-01-18 04:10:00,1.08982,1.0899,1.08981,1.08989,100
2024-01-18 04:11:00,1.08989,1.08989,1.08978,1.08979,84
2024-01-18 04:12:00,1.08979,1.09002,1.08979,1.08998,105
2024-01-18 04:13:00,1.08999,1.09001,1.08992,1.08998,44
2024-01-18 04:14:00,1.08998,1.08999,1.08992,1.08998,66
2024-01-18 04:15:00,1.08998,1.09007,1.08995,1.09004,67
2024-01-18 04:16:00,1.09004,1.09007,1.09,1.09004,59
2024-01-18 04:17:00,1.09004,1.09007,1.09,1.09003,56
2024-01-18 04:18:00,1.09002,1.09009,1.09002,1.09004,56
2024-01-18 04:19:00,1.09004,1.09027,1.08989,1.08993,214
2024-01-18 04:20:00,1.08991,1.08997,1.08978,1.08984,164
2024-01-18 04:21:00,1.08984,1.08988,1.08981,1.08986,71
2024-01-18 04:22:00,1.08985,1.08988,1.08978,1.08988,56
2024-01-18 04:23:00,1.08988,1.08992,1.08982,1.08985,53
2024-01-18 04:24:00,1.08985,1.08985,1.08972,1.08979,78
2024-01-18 04:25:00,1.08977,1.08981,1.08965,1.08968,74
2024-01-18 04:26:00,1.08968,1.0897,1.08961,1.08969,68
2024-01-18 04:27:00,1.08969,1.08972,1.08952,1.08956,98
2024-01-18 04:28:00,1.08954,1.0896,1.08947,1.08956,107
2024-01-18 04:29:00,1.08959,1.0896,1.08956,1.08959,52
2024-01-18 04:30:00,1.08958,1.0896,1.08952,1.08954,48
2024-01-18 04:31:00,1.08954,1.08957,1.08947,1.08949,80
2024-01-18 04:32:00,1.08949,1.0895,1.08943,1.08949,71
2024-01-18 04:33:00,1.08949,1.08952,1.08944,1.08949,58
2024-01-18 04:34:00,1.08949,1.08966,1.08949,1.08964,29
2024-01-18 04:35:00,1.08964,1.08966,1.0896,1.08961,61
2024-01-18 04:36:00,1.0896,1.0897,1.0896,1.08963,75
2024-01-18 04:37:00,1.08963,1.08967,1.08958,1.08963,66
2024-01-18 04:38:00,1.08963,1.08964,1.08956,1.08957,66
2024-01-18 04:39:00,1.08957,1.08965,1.08957,1.08961,43
2024-01-18 04:40:00,1.08961,1.08967,1.08959,1.08967,66
2024-01-18 04:41:00,1.08967,1.08967,1.08961,1.08966,42
2024-01-18 04:42:00,1.08965,1.08967,1.08961,1.08964,43
2024-01-18 04:43:00,1.08964,1.08968,1.08939,1.08953,85
2024-01-18 04:44:00,1.08953,1.08961,1.0895,1.08955,82
2024-01-18 04:45:00,1.08955,1.08957,1.08946,1.08948,40
2024-01-18 04:46:00,1.08948,1.08953,1.08945,1.08952,65
2024-01-18 04:47:00,1.08952,1.08953,1.0894,1.08942,63
2024-01-18 04:48:00,1.08941,1.08948,1.08933,1.08948,114
2024-01-18 04:49:00,1.0895,1.0895,1.08938,1.08939,36
2024-01-18 04:50:00,1.08939,1.08945,1.08937,1.08945,71
2024-01-18 04:51:00,1.08945,1.08945,1.08938,1.08938,50
2024-01-18 04:52:00,1.08938,1.08941,1.08934,1.08939,73
2024-01-18 04:53:00,1.08938,1.08939,1.08935,1.08936,44
2024-01-18 04:54:00,1.08938,1.08945,1.08937,1.08944,40
2024-01-18 04:55:00,1.08944,1.08944,1.08934,1.08934,54
2024-01-18 04:56:00,1.08934,1.08951,1.08932,1.08944,76
2024-01-18 04:57:00,1.08944,1.08945,1.08938,1.08938,69
2024-01-18 04:58:00,1.08937,1.08938,1.08927,1.08932,114
2024-01-18 04:59:00,1.08932,1.08933,1.0893,1.08932,32
2024-01-18 05:00:00,1.08932,1.08943,1.08927,1.08933,121
2024-01-18 05:01:00,1.08933,1.08944,1.0893,1.08939,93
2024-01-18 05:02:00,1.08939,1.08943,1.08935,1.08938,68
2024-01-18 05:03:00,1.08939,1.08943,1.08937,1.08938,53
2024-01-18 05:04:00,1.08938,1.08939,1.08931,1.08934,33
2024-01-18 05:05:00,1.08934,1.08936,1.08916,1.08917,89
2024-01-18 05:06:00,1.08917,1.08923,1.0891,1.08914,174
2024-01-18 05:07:00,1.08914,1.08917,1.08905,1.08908,120
2024-01-18 05:08:00,1.08908,1.08916,1.08903,1.08915,109
2024-01-18 05:09:00,1.08914,1.08916,1.08907,1.08909,80
2024-01-18 05:10:00,1.0891,1.08915,1.08903,1.08906,75
2024-01-18 05:11:00,1.08906,1.08918,1.08905,1.08917,83
2024-01-18 05:12:00,1.08918,1.08924,1.08915,1.08919,92
2024-01-18 05:13:00,1.08919,1.08925,1.08912,1.08914,111
2024-01-18 05:14:00,1.08914,1.08917,1.08911,1.08913,41
2024-01-18 05:15:00,1.08914,1.08932,1.08912,1.08924,126
2024-01-18 05:16:00,1.08924,1.0893,1.08911,1.08926,122
2024-01-18 05:17:00,1.08925,1.08938,1.08923,1.08937,118
2024-01-18 05:18:00,1.08937,1.08943,1.08933,1.08939,103
2024-01-18 05:19:00,1.08939,1.0896,1.08939,1.08954,127
2024-01-18 05:20:00,1.08955,1.08974,1.08952,1.08973,147
2024-01-18 05:21:00,1.08973,1.08981,1.08965,1.08969,157
2024-01-18 05:22:00,1.08969,1.0898,1.08967,1.08978,100
2024-01-18 05:23:00,1.08978,1.0898,1.08975,1.08978,94
2024-01-18 05:24:00,1.08977,1.08978,1.08965,1.08969,127
2024-01-18 05:25:00,1.08969,1.08971,1.08963,1.08963,73
2024-01-18 05:26:00,1.08963,1.08965,1.08951,1.08959,156
2024-01-18 05:27:00,1.08958,1.08959,1.08952,1.08954,62
2024-01-18 05:28:00,1.08954,1.08966,1.08952,1.08964,73
2024-01-18 05:29:00,1.08963,1.08963,1.08956,1.08958,77
2024-01-18 05:30:00,1.08958,1.08961,1.08947,1.08953,84
2024-01-18 05:31:00,1.08952,1.08959,1.08951,1.08958,38
2024-01-18 05:32:00,1.08959,1.08965,1.08956,1.08958,49
2024-01-18 05:33:00,1.08957,1.08959,1.08953,1.08959,31
2024-01-18 05:34:00,1.08958,1.08958,1.08952,1.08954,56
2024-01-18 05:35:00,1.08954,1.08959,1.0895,1.08958,52
2024-01-18 05:36:00,1.08958,1.08959,1.08942,1.08943,75
2024-01-18 05:37:00,1.08943,1.08948,1.08938,1.08944,86
2024-01-18 05:38:00,1.08944,1.08971,1.08943,1.08966,127
2024-01-18 05:39:00,1.08969,1.0898,1.08964,1.08968,119
2024-01-18 05:40:00,1.08968,1.08971,1.08964,1.08966,60
2024-01-18 05:41:00,1.08965,1.08966,1.0896,1.08963,32
2024-01-18 05:42:00,1.08964,1.0897,1.08963,1.0897,38
2024-01-18 05:43:00,1.08969,1.08969,1.08958,1.08963,84
2024-01-18 05:44:00,1.08963,1.08969,1.08963,1.08964,41
2024-01-18 05:45:00,1.08965,1.08969,1.08962,1.08967,47
2024-01-18 05:46:00,1.08965,1.08965,1.08962,1.08964,10
2024-01-18 05:47:00,1.08964,1.08968,1.0896,1.08963,61
2024-01-18 05:48:00,1.08962,1.08964,1.08957,1.08964,44
2024-01-18 05:49:00,1.08963,1.0897,1.0896,1.08965,65
2024-01-18 05:50:00,1.08966,1.08968,1.0896,1.0896,33
2024-01-18 05:51:00,1.0896,1.0896,1.08951,1.08953,58
2024-01-18 05:52:00,1.08953,1.08955,1.08951,1.08954,26
2024-01-18 05:53:00,1.08954,1.08954,1.08937,1.08939,56
2024-01-18 05:54:00,1.08939,1.0895,1.08939,1.08948,39
2024-01-18 05:55:00,1.08947,1.08955,1.08942,1.08955,31
2024-01-18 05:56:00,1.08955,1.08964,1.08949,1.08955,62
2024-01-18 05:57:00,1.08954,1.0896,1.08953,1.08959,60
2024-01-18 05:58:00,1.08958,1.08963,1.08955,1.08955,65
2024-01-18 05:59:00,1.08955,1.08956,1.08951,1.08953,42
2024-01-18 06:00:00,1.08952,1.08955,1.08946,1.08953,95
2024-01-18 06:01:00,1.08953,1.08957,1.0895,1.08953,58
2024-01-18 06:02:00,1.08953,1.08954,1.08946,1.08948,80
2024-01-18 06:03:00,1.08949,1.08949,1.0894,1.08943,50
2024-01-18 06:04:00,1.08943,1.08951,1.08942,1.08949,45
2024-01-18 06:05:00,1.08949,1.0895,1.08945,1.08948,26
2024-01-18 06:06:00,1.08948,1.0895,1.08948,1.08949,20
2024-01-18 06:07:00,1.08949,1.0895,1.08946,1.08949,34
2024-01-18 06:08:00,1.08948,1.08952,1.08943,1.08949,57
2024-01-18 06:09:00,1.0895,1.08954,1.08947,1.08952,45
2024-01-18 06:10:00,1.08952,1.08954,1.08947,1.08952,82
2024-01-18 06:11:00,1.08952,1.08953,1.08942,1.08944,46
2024-01-18 06:12:00,1.08944,1.08945,1.08936,1.08939,33
2024-01-18 06:13:00,1.08938,1.08939,1.08936,1.08937,30
2024-01-18 06:14:00,1.08938,1.08943,1.08932,1.08934,48
2024-01-18 06:15:00,1.08934,1.08934,1.08926,1.08929,96
2024-01-18 06:16:00,1.08929,1.08935,1.08926,1.08932,65
2024-01-18 06:17:00,1.08932,1.08936,1.08924,1.08934,67
2024-01-18 06:18:00,1.08934,1.08936,1.08928,1.08928,47
2024-01-18 06:19:00,1.08928,1.08931,1.08926,1.08928,26
2024-01-18 06:20:00,1.08928,1.08931,1.08916,1.08918,58
2024-01-18 06:21:00,1.08918,1.08918,1.08909,1.08914,79
2024-01-18 06:22:00,1.08915,1.0893,1.08912,1.08922,73
2024-01-18 06:23:00,1.08922,1.0893,1.08922,1.08929,50
2024-01-18 06:24:00,1.0893,1.08936,1.08926,1.08936,39
2024-01-18 06:25:00,1.08936,1.08941,1.08931,1.08938,62
2024-01-18 06:26:00,1.08939,1.08946,1.08937,1.08943,66
2024-01-18 06:27:00,1.08943,1.08946,1.08934,1.08936,53
2024-01-18 06:28:00,1.08936,1.08943,1.08936,1.0894,89
2024-01-18 06:29:00,1.0894,1.0895,1.08939,1.08942,86
2024-01-18 06:30:00,1.08942,1.08945,1.08935,1.08938,60
2024-01-18 06:31:00,1.08938,1.08938,1.08932,1.08933,45
2024-01-18 06:32:00,1.08933,1.08933,1.08924,1.08924,53
2024-01-18 06:33:00,1.08924,1.08929,1.0892,1.08927,63
2024-01-18 06:34:00,1.08927,1.08932,1.08923,1.08924,40
2024-01-18 06:35:00,1.08924,1.08926,1.08921,1.08923,45
2024-01-18 06:36:00,1.08923,1.08925,1.0892,1.08924,26
2024-01-18 06:37:00,1.08924,1.08925,1.08919,1.08924,63
2024-01-18 06:38:00,1.08927,1.08929,1.08921,1.08924,61
